Symbol,Sector,Prior,Open,High,Low,Close,Chg.,%Chg.,Avg,Bid,Offer,Volume,Value,Market Cap,P/E*,P/BV*,Book Value,Dividend%,Turnover Ratio,Listed Share,Par,Period,as of,Total Asset,Liabilities, Paid-up , Equity , Revenue ,Net Profit,EPS**,D/E,Net Profit%,ROA%,ROE%,YTP
SPF,Property & Construction: Property Fund,16.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17955000000,N/A,1.71,11.02,6.11,9.49,950000000,9.6927,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UOB8TF,Property & Construction: Property Fund,9.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2298900000,N/A,0.92,10.54,6.07,1.87,237000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TIF1,Property & Construction: Property Fund,7.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,657000000,N/A,0.73,10.05,6.03,3.27,90000000,9.69,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MIPF,Property & Construction: Property Fund,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3021000000,N/A,1.24,12.85,5.66,18.03,190000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GOLDPF,Property & Construction: Property Fund,7.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1277200000,N/A,0.57,10.92,5.08,4.6,206000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
LHPF,Property & Construction: Property Fund,10.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3564000000,N/A,1.03,10.49,5.05,2.76,330000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
M-AAA,Property & Construction: Property Fund,10.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2501600000,N/A,1.12,10.51,5,0.35,212000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
JCP,Property & Construction: Property Fund,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,620000000,N/A,0.99,10.13,4.6,-,62000000,9.6124,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TRIF,Property & Construction: Property Fund,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3735000000,N/A,1.41,10.61,4.27,8.22,249000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TLOGIS,Property & Construction: Property Fund,11.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5379911030,N/A,1.16,10.41,3.66,5.28,413839310,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MNIT,Property & Construction: Property Fund,8.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,814200000,N/A,0.59,10,3.64,5.29,138000000,8,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TLGF,Property & Construction: Property Fund,15.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36227885384,N/A,1.38,10.54,3.41,5.82,2337282928,10.364,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TFUND,Property & Construction: Property Fund,11.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14829091026,N/A,1.2,10.76,3.23,7.96,1149541940,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
QHHR,Property & Construction: Property Fund,10.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3561600000,N/A,0.97,10.92,3.15,6.92,336000000,10,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
WHAPF,Property & Construction: Property Fund,12.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5829720000,N/A,1.77,10.62,2.73,3.31,525200000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TU-PF,Property & Construction: Property Fund,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,614955820,N/A,0.61,9.67,2.29,2.24,104229800,9.923,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CPNCG,Property & Construction: Property Fund,13.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5802290400,N/A,1.29,10.55,1.74,15.62,426639000,10.3,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
TCIF,Property & Construction: Property Fund,12.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2744000000,N/A,15.38,10.28,0.32,0.04,196000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MDX,Resources: Energy & Utilities,6.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,7752168215,16.95,4.86,3.36,-,643.06,475593142,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SPCG,Resources: Energy & Utilities,17.9,473.03,473.03,473.03,473.03,473.03,473.03,473.03,473.03,473.03,473.03,473.03,18620000000,473.03,10.15,3.28,-,97.66,560000000,1,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
THL,Resources: Mining,0.46,16.17,16.17,16.17,16.17,16.17,16.17,16.17,16.17,16.17,16.17,16.17,348192153,16.17,N/A,-0.17,-,-,756939463,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SPC,Services: Commerce,56,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15.49,15045434917,15.49,1.55,30.47,2.12,0.16,318421903,1,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SPI,Services: Commerce,29.75,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,13338926100,10.21,0.77,35.28,0.85,0.46,494034300,1,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CHG,Services: Health Care Services,6.3,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,28.83,9845000000,28.83,N/A,-,-,19.14,1100000000,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
KDH,Services: Health Care Services,46.5,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,95.71,1271250000,95.71,4.95,17.13,-,58.01,15000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
M-CHAI,Services: Health Care Services,128,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,16.46,2400000000,16.46,3.19,47.08,2.47,1.16,16000000,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CMR,Services: Health Care Services,73,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06,4807634375,23.06,2.67,44.79,2.09,0.74,40231250,10,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
VIBHA,Services: Health Care Services,8.15,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,16035885921,49.1,5.2,3.53,1.36,52.34,1048097119,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GRAMMY,Services: Media & Publishing,17.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12620305739,N/A,4.22,5.64,-,20.85,530264947,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SPORT,Services: Media & Publishing,2.84,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,41.7,1212165448,41.7,1.99,2.08,2.41,24.02,303041362,1,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GENCO,Services: Professional Services,0.83,34.57,34.57,34.57,34.57,34.57,34.57,34.57,34.57,34.57,34.57,34.57,945000000,34.57,0.9,1.17,-,434.46,900000000,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PRO,Services: Professional Services,0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,350000000,N/A,3.36,0.06,-,-,1750000000,0.7,Q4/2012,41274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CAWOW,Services: Tourism & Leisure,0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55036976.7,N/A,N/A,-0.86,-,-,550369767,1,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BTSGIF,Services: Transportation & Logistics,10.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68298400000,N/A,N/A,-,-,17.64,5788000000,10.8,Q1/2013,41364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RAM,Services: Health Care Services,1576,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,18.21,23616000000,18.21,4.3,458.2,0.61,0.05,12000000,10,Q4/2012,41274,8593158.78,3014223.94,120000,5498365.38,996145.86,341177.2,28.43,0.55,34.25,22.34,28.26,8.834775419
SCBLIF,Financials: Insurance,750,21.04,21.04,21.04,21.04,21.04,21.04,21.04,21.04,21.04,21.04,21.04,78204000000,21.04,7.97,147.58,3.84,0.84,66500000,10,Q4/2012,41274,121917254.8,112103266.5,665000,9813988.31,12428789.19,1203898.37,18.1,11.42,9.69,4.4,37.86,93.11688534
MBK,Property & Construction: Property Development,109,8.83,8.83,8.83,8.83,8.83,8.83,8.83,8.83,8.83,8.83,8.83,30180656000,8.83,1.69,94.55,3.44,39.77,188629100,10,Q1/2013,41364,36513771,18177664,1886291,17117404,4485543,2112991,13.95,1.06,47.11,14.54,22.43,8.602811843
SMK,Financials: Insurance,350,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,9520000000,13.22,2.92,163.21,2.31,3.34,20000000,10,Q4/2012,41274,12059501,8795212,200000,3264289,2153065,256823,12.84,2.69,11.93,8.1,24.94,34.24620069
PTT,Resources: Energy & Utilities,332,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.5686E+11,9.26,1.52,220.48,3.88,16.2,2856299625,10,Q4/2012,41274,1663096931,910651245,28562996.25,629761018.8,720407688.8,36105452.56,12.64,1.45,5.01,12.07,16.95,25.22198672
SHANG,Services: Tourism & Leisure,38.5,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,4.64,7540000000,4.64,1.2,48.53,1.29,1.23,130000000,10,Q4/2012,41274,7332530,1024019,1300000,6308511,2118542,1583487,12.18,0.16,74.74,24.86,28.93,0.64668608
GYT,Industrials: Automotive,386,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3.97,3537200000,3.97,1.04,461.05,13.18,2.41,7400000,10,Q1/2013,41364,4427408,948665,74000,3478743,997434,70601,9.54,0.27,7.08,33.34,42.05,13.43699098
OHTL,Services: Tourism & Leisure,480,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,31.27,9600000000,31.27,7.4,81.03,2.67,0.46,16000000,10,Q1/2013,41364,2533109,1110096,160000,1423013,768687,126516,7.91,0.78,16.46,16.27,20.23,8.774352651
SCC,Property & Construction: Construction Materials,440,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,21.18,5.592E+11,21.18,3.92,118.81,2.36,13.55,1200000000,1,Q4/2012,41274,407940314,248306500,1200000,142569740,112961670,8796006,7.33,1.74,7.79,8.41,19.2,28.22946005
TWFP,Food and Beverage,170,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,7.83,1806150450,7.83,1.48,128.33,3.95,15.29,9506055,10,Q1/2013,41364,1405287,185380,95061,1219907,311477,65593,6.9,0.15,21.06,21.56,20.24,2.826216212
TTTM,Consumer Products: Fashion,150.5,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.05,861000000,5.05,0.61,234.62,4.18,7.76,6000000,10,Q1/2013,41364,1590425,182734,60000,1407691,348565,34039,5.67,0.13,9.77,14.31,12.84,5.368371574
SCCC,Property & Construction: Construction Materials,420,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,30.88,1.104E+11,30.88,5.86,81.97,2.71,8.34,230000000,10,Q4/2012,41274,29713800,10854831,2300000,18852855,7683324,1217957,5.3,0.58,15.85,15.89,19.25,8.912326954
BKI,Financials: Insurance,292,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,35.54,33005700000,35.54,1.41,307.4,2.76,1.91,76050000,10,Q1/2013,41364,61563258.3,38185819.6,760500,23377438.7,2770638.01,389502.24,5.12,1.63,14.06,1.81,4.25,98.03748394
PTTEP,Resources: Energy & Utilities,164,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,10.65,6.31228E+11,10.65,1.96,80.98,3.36,13.88,3969985400,1,Q4/2012,41274,612239420.4,290762806.3,3969985.4,321476614.1,56871195.67,20258368.39,5.08,0.9,35.62,20.27,22.57,14.35272578
TMD,Industrials: Packanging,172.5,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,3787500000,12.95,2.1,12.02,3.56,9.24,150000000,1,Q1/2013,41364,2182914,232491,150000,1802519,487218,75282,5.02,0.13,15.45,15.85,17.14,3.088268112
MTI,Financials: Insurance,77.5,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,60.29,7139000000,60.29,2.15,56.41,-,6.16,59000000,10,Q1/2013,41364,18360874,15032847,590000,3328027,1437096,294174,4.99,4.52,20.47,1.15,3.62,51.10188868
BBL,Financials: Banking,195.5,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48,4.23763E+11,12.48,1.49,149.35,2.93,33.81,1908842894,10,Q1/2013,41364,2437922223,2152769638,19088429,285086305,33033674,9014184,4.72,7.55,27.29,1.76,12.62,238.8202457
ALUCON,Industrials: Packanging,130.5,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,7063197711,10.2,1.97,82.83,4.28,0.39,43199986,10,0,0,5716367,2138300,432000,3578067,1368424,191816,4.44,0.6,14.02,16.79,20.61,11.14766234
BECL,Services: Transportation & Logistics,34.75,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,32532500000,6.3,1.43,29.57,3.55,37.64,770000000,10,Q1/2013,41364,49405155,26630411,7700000,22771674,4989329,3324157,4.32,1.17,66.63,15.03,24.45,8.01117727
KBANK,Financials: Banking,193.5,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,14.14,5.14551E+11,14.14,2.63,81.85,1.4,29.43,2393260193,10,Q1/2013,41364,2109966797,1896631742,23932602,195876764,48680168,10106039,4.22,9.68,20.76,2.52,20.12,187.6731073
MAKRO,Services: Commerce,446,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.14,49.14,1.8192E+11,49.14,15.32,49.47,1.65,19.78,240000000,10,Q1/2013,41364,34298568,22426894,2400000,11871674,31468388,1009783,4.21,1.89,3.21,15.43,33.03,22.20961731
EGCO,Resources: Energy & Utilities,151,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,7.03,80812377500,7.03,1.22,125.35,3.91,11.73,526465000,10,Q1/2013,41364,110843668,44014966,5264650,65990098,5964496,2208441,4.19,0.67,37.03,14.05,18.29,19.93033366
NSI,Financials: Insurance,50,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,886125000,5.48,0.81,78.74,1.57,6.29,13900000,10,Q1/2013,41364,2995476,1900941,139000,1094535,400557,57217,4.12,1.74,14.28,5.43,16.38,33.22336019
CHOTI,Agribusiness,382,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,2452500000,14.9,1.75,187.17,6.12,6.04,7500000,10,Q1/2013,41364,1820050,416176,75000,1403800,849920,30436,4.06,0.3,3.58,11.97,11.42,13.67380733
SCB,Financials: Banking,181.5,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,15.18,6.51624E+11,15.18,2.86,67.09,2.34,17.64,3393873917,10,Q4/2012,41274,2364518679,2134960428,33991922,228042900,39682756,13116399,3.86,9.36,33.05,2.5,20.23,162.7703174
THAI,Services: Transportation & Logistics,22.1,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,69303008365,6.38,0.9,35.37,1.57,66.95,2182771917,10,Q1/2013,41364,307656935.6,230261306.7,21827719.17,77205892.38,63619815.75,8282949.16,3.79,2.98,13.02,5.78,15.08,27.79943499
TOPP,Industrials: Packanging,110,8.97,8.97,8.97,8.97,8.97,8.97,8.97,8.97,8.97,8.97,8.97,804000000,8.97,0.97,137.61,3.13,0.87,6000000,10,Q1/2013,41364,993336.59,167687.57,60000,825649.02,312086.1,21698.14,3.62,0.2,6.95,9.9,11.33,7.728200205
KWC,Services: Transportation & Logistics,101,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,972000000,13.39,2.05,79.15,3.09,0.82,6000000,10,Q1/2013,41364,520194,43748,60000,474901,59888,21151,3.53,0.09,35.32,17.88,16.27,2.068365562
NKI,Financials: Insurance,64.5,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,11.48,2527500000,11.48,1.1,76.75,1.19,1.12,30000000,10,Q1/2013,41364,19177867.3,16875219.18,300000,2302648.12,552677.82,104494.61,3.48,7.33,18.91,0.96,10.64,161.4936807
BANPU,Resources: Energy & Utilities,412,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,11.77,88861548585,11.77,1.1,292.62,5.59,36.36,271747855,10,Q1/2013,41364,227278063,137494393,2717479,79373735,27615352,925100,3.4,1.73,3.35,9.19,9.48,148.6265193
ADVANC,Technology: Communication Technology,209,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,8.88956E+11,24.78,23.14,12.92,3.65,20.84,2973095330,1,#N/A,#N/A,116169497,77565879,2973095,38412023,37929967,9922609,3.34,2.02,26.16,44.29,97.07,7.817085103
SCP,Property & Construction: Construction Materials,51.75,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,3315000000,12.21,3.72,29.7,1,154.08,30000000,10,Q4/2012,41274,1459163,568158,300000,891005,509392,98428,3.28,0.64,19.32,27.07,38.51,5.772320884
AOT,Services: Transportation & Logistics,97.25,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51,2.29285E+11,22.51,2.76,58.23,1.12,18.52,1428570000,10,0,0,143126923.2,59780453.46,14285700,83180784.07,11504330.02,4508641.51,3.16,0.72,39.19,10.96,12.85,13.25908332
CK,Property & Construction: Property Development,13.4,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,82.86,47098682076,82.86,5.5,5.18,1.23,239.33,1652585336,1,Q1/2013,41364,61373757,45003230,1652585,16061233,14505628,5070283,3.07,2.8,34.95,17.14,48.16,8.875881287
TBSP,Services: Media & Publishing,149.5,17.07,17.07,17.07,17.07,17.07,17.07,17.07,17.07,17.07,17.07,17.07,1738000000,17.07,2.61,60.56,4.11,0.27,11000000,10,Q1/2013,41364,919738,239264,110000,666146,289549,33193,3.02,0.36,11.46,14.83,15.78,7.208266803
SVH,Services: Health Care Services,227,24.61,24.61,24.61,24.61,24.61,24.61,24.61,24.61,24.61,24.61,24.61,25300000000,24.61,5.06,49.97,1.68,0.55,100000000,10,Q1/2013,41364,7376014,2012718,1000000,4996823,2120288,283811,2.84,0.4,13.39,20.47,21.12,7.091754724
PTTGC,Industrials: Petrochemicals & Chemicals,70,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,3.314E+11,9.15,1.42,51.8,4.63,30.18,4508849117,10,Q4/2012,41274,420641595,175190103.7,45088491.17,233561564.3,145272126,12074988.06,2.68,0.75,8.31,11.13,16.39,14.50851155
TASCO,Property & Construction: Construction Materials,43.75,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,11.49,12013160355,11.49,2.53,31.11,-,100.86,152548068,10,Q1/2013,41364,17073398,11735942,1525481,4745077,8467900,409368,2.68,2.47,4.83,8.53,24.01,28.66844013
FE,Services: Media & Publishing,190,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,1530000000,12.76,1.73,117.99,3.92,0.09,7500000,10,Q1/2013,41364,1259511,351614,75000,884950,162752,19564,2.61,0.4,12.02,13.09,14.14,17.97250051
INSURE,Financials: Insurance,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,840000000,N/A,4.33,19.4,-,0.06,10000000,10,Q1/2013,41364,1807796.76,1613750.25,100000,194046.51,81629.28,26022.67,2.6,8.32,31.88,-0.16,-4.41,62.01324653
WG,Industrials: Petrochemicals & Chemicals,85.75,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,1874250000,10.03,1.39,75.32,4.76,6.71,17850000,10,Q1/2013,41364,1607416,218496,178500,1387849,260603,42522,2.38,0.16,16.32,14.76,13.69,5.138422464
CNS,Financials: Finance and Securities,31.25,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,11.92,3655797300,11.92,0.96,5.34,3.14,75.99,716823000,1,Q1/2013,41364,11428612,7601035,716823,3827577,513620,157302,2.19,1.99,30.63,4.38,8.42,48.32128644
AEONTS,Financials: Finance and Securities,93,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,28250000000,16.73,3.89,29.03,2.65,10.99,250000000,1,#N/A,#N/A,51013254,43755217,250000,7257978,3112764,545900,2.18,6.03,17.54,4.98,25.23,80.15244001
AIT,Technology: Communication Technology,59,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,16.24,6877363600,16.24,4.28,23.36,3.98,119.24,68773636,5,0,0,4842956,3236221,343868,1606735,1535563,147706,2.15,2.01,9.62,14.62,27.45,21.90988179
TOP,Resources: Energy & Utilities,67.5,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,14.02,1.32602E+11,14.02,1.46,44.54,4.15,34.98,2040027873,10,Q1/2013,41364,208949957,115398976,20400279,90867125,107745274,4363121,2.14,1.27,4.05,7.15,10.65,26.44872237
THIP,Industrials: Packanging,74,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07,688000000,8.07,0.89,96.26,4.07,7.37,8000000,10,Q1/2013,41364,954467,184409,80000,770058,375510,16448,2.06,0.24,4.38,12.17,11.58,11.21163667
TF,Food and Beverage,184,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,20.05,30600000000,20.05,3.31,51.42,1.86,0.32,180000000,1,Q1/2013,41364,12535360,2043528,180000,9256438,2869683,369603,2.05,0.22,12.88,16.64,17.44,5.528981096
CSC,Industrials: Packanging,57,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,3471000801,10.6,1.69,39.46,2.25,22.05,52000012,10,Q1/2013,41364,2826270,742600,528000,2083670,745367,106542,2.05,0.36,14.29,15.78,16.96,6.970021212
SSSC,Industrials: Steel,51.75,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,7.81,3455988552,7.81,1.49,36.14,6.67,14.78,63999788,10,Q4/2012,41274,4727105,2410086,639998,2312669,1640717,127657,1.99,1.04,7.78,14.2,20.42,18.87938773
TWP,Industrials: Steel,21.6,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,1586250000,11.12,1.56,37.58,-,240.7,27000000,10,Q1/2013,41364,1537674,522897,270000,1014777,442528,53359,1.98,0.52,12.06,9.72,15.26,9.799602691
MLINK,Technology: Communication Technology,1.79,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,2970000000,3.09,20.19,0.27,-,1457.62,540000000,1,Q1/2013,41364,1211539.6,1063744.1,540000,147103.59,6170230.53,962232.43,1.78,7.23,15.59,62.16,N/A,1.105495997
TIP,Financials: Insurance,27.25,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,22.81,14625000000,22.81,3.52,13.86,1.03,15.32,300000000,1,Q1/2013,41364,52464046.51,48306475.54,300000,4157570.97,2050566.22,515475.93,1.72,11.62,25.14,1.86,16.61,93.71237866
GLOW,Resources: Energy & Utilities,77.5,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,1.07521E+11,16.54,2.77,26.58,2.87,6.53,1462865035,10,Q1/2013,41364,130526523,85204527,14628650,38881996,18202702,2492018,1.7,2.19,13.69,8.49,17.42,34.19097575
